,BG,STATE,COUNTY,TRACT,BLKGRPCE,NAMELSAD,PUMA,REGION
1663,560050002002,56,56005,56005000200,2,Block Group 2,56200,1
1664,560050006003,56,56005,56005000600,3,Block Group 3,56200,1
1665,560299651002,56,56029,56029965100,2,Block Group 2,56100,1
1666,560050003002,56,56005,56005000300,2,Block Group 2,56200,1
1667,560050003004,56,56005,56005000300,4,Block Group 4,56200,1
1668,560050004001,56,56005,56005000400,1,Block Group 1,56200,1
1669,560050004002,56,56005,56005000400,2,Block Group 2,56200,1
1670,560379706014,56,56037,56037970601,4,Block Group 4,56500,1
1671,560179678001,56,56017,56017967800,1,Block Group 1,56500,1
1672,560210012001,56,56021,56021001200,1,Block Group 1,56300,1
1673,560210012002,56,56021,56021001200,2,Block Group 2,56300,1
1674,560210012004,56,56021,56021001200,4,Block Group 4,56300,1
1675,560210013001,56,56021,56021001300,1,Block Group 1,56300,1
1676,560210013003,56,56021,56021001300,3,Block Group 3,56300,1
1677,560210014011,56,56021,56021001401,1,Block Group 1,56300,1
1678,560210014013,56,56021,56021001401,3,Block Group 3,56300,1
1679,560210014021,56,56021,56021001402,1,Block Group 1,56300,1
1680,560210013002,56,56021,56021001300,2,Block Group 2,56300,1
1681,560050001003,56,56005,56005000100,3,Block Group 3,56200,1
1682,560050002001,56,56005,56005000200,1,Block Group 1,56200,1
1683,560050002004,56,56005,56005000200,4,Block Group 4,56200,1
1684,560050001004,56,56005,56005000100,4,Block Group 4,56200,1
1685,560210005013,56,56021,56021000501,3,Block Group 3,56300,1
1686,560299651001,56,56029,56029965100,1,Block Group 1,56100,1
1687,560299653004,56,56029,56029965300,4,Block Group 4,56100,1
1688,560299652001,56,56029,56029965200,1,Block Group 1,56100,1
1689,560299653005,56,56029,56029965300,5,Block Group 5,56100,1
1690,560299654003,56,56029,56029965400,3,Block Group 3,56100,1
1691,560299655002,56,56029,56029965500,2,Block Group 2,56100,1
1692,560299655001,56,56029,56029965500,1,Block Group 1,56100,1
1693,560299652003,56,56029,56029965200,3,Block Group 3,56100,1
1694,560299651003,56,56029,56029965100,3,Block Group 3,56100,1
1695,560299653002,56,56029,56029965300,2,Block Group 2,56100,1
1696,560299651004,56,56029,56029965100,4,Block Group 4,56100,1
1697,560430003021,56,56043,56043000302,1,Block Group 1,56200,1
1698,560299652002,56,56029,56029965200,2,Block Group 2,56100,1
1699,560299654004,56,56029,56029965400,4,Block Group 4,56100,1
1700,560299654001,56,56029,56029965400,1,Block Group 1,56100,1
1701,560399677011,56,56039,56039967701,1,Block Group 1,56100,1
1702,560399677021,56,56039,56039967702,1,Block Group 1,56100,1
1703,560399678002,56,56039,56039967800,2,Block Group 2,56100,1
1704,560399677022,56,56039,56039967702,2,Block Group 2,56100,1
1705,560399676003,56,56039,56039967600,3,Block Group 3,56100,1
1706,560399678004,56,56039,56039967800,4,Block Group 4,56100,1
1707,560210005015,56,56021,56021000501,5,Block Group 5,56300,1
1708,560419753003,56,56041,56041975300,3,Block Group 3,56500,1
1709,560019635001,56,56001,56001963500,1,Block Group 1,56300,1
1710,560019631001,56,56001,56001963100,1,Block Group 1,56300,1
1711,560419754003,56,56041,56041975400,3,Block Group 3,56500,1
1712,560330001002,56,56033,56033000100,2,Block Group 2,56100,1
1713,560330002001,56,56033,56033000200,1,Block Group 1,56100,1
1714,560330002002,56,56033,56033000200,2,Block Group 2,56100,1
1715,560179678002,56,56017,56017967800,2,Block Group 2,56500,1
1716,560379709021,56,56037,56037970902,1,Block Group 1,56500,1
1717,560379710001,56,56037,56037971000,1,Block Group 1,56500,1
1718,560139402011,56,56013,56013940201,1,Block Group 1,56500,1
1719,560139402013,56,56013,56013940201,3,Block Group 3,56500,1
1720,560139403002,56,56013,56013940300,2,Block Group 2,56500,1
1721,560139405002,56,56013,56013940500,2,Block Group 2,56500,1
1722,560130003003,56,56013,56013000300,3,Block Group 3,56500,1
1723,560139404001,56,56013,56013940400,1,Block Group 1,56500,1
1724,560250016021,56,56025,56025001602,1,Block Group 1,56400,1
1725,560250018002,56,56025,56025001800,2,Block Group 2,56400,1
1726,560250011001,56,56025,56025001100,1,Block Group 1,56400,1
1727,560250010001,56,56025,56025001000,1,Block Group 1,56400,1
1728,560250017002,56,56025,56025001700,2,Block Group 2,56400,1
1729,560250006003,56,56025,56025000600,3,Block Group 3,56400,1
1730,560250006004,56,56025,56025000600,4,Block Group 4,56400,1
1731,560250012001,56,56025,56025001200,1,Block Group 1,56400,1
1732,560250014012,56,56025,56025001401,2,Block Group 2,56400,1
1733,560250016031,56,56025,56025001603,1,Block Group 1,56400,1
1734,560250006002,56,56025,56025000600,2,Block Group 2,56400,1
1735,560430003011,56,56043,56043000301,1,Block Group 1,56200,1
1736,560430003013,56,56043,56043000301,3,Block Group 3,56200,1
1737,560430003012,56,56043,56043000301,2,Block Group 2,56200,1
1738,560430002003,56,56043,56043000200,3,Block Group 3,56200,1
1739,560430002002,56,56043,56043000200,2,Block Group 2,56200,1
1740,560430002001,56,56043,56043000200,1,Block Group 1,56200,1
1741,560279572002,56,56027,56027957200,2,Block Group 2,56200,1
1742,560330006002,56,56033,56033000600,2,Block Group 2,56100,1
1743,560430003022,56,56043,56043000302,2,Block Group 2,56200,1
1744,560019628002,56,56001,56001962800,2,Block Group 2,56300,1
1745,560210015022,56,56021,56021001502,2,Block Group 2,56300,1
1746,560379709011,56,56037,56037970901,1,Block Group 1,56500,1
1747,560350001021,56,56035,56035000102,1,Block Group 1,56500,1
1748,560350001022,56,56035,56035000102,2,Block Group 2,56500,1
1749,560350001011,56,56035,56035000101,1,Block Group 1,56500,1
1750,560350001012,56,56035,56035000101,2,Block Group 2,56500,1
1751,560279572003,56,56027,56027957200,3,Block Group 3,56200,1
1752,560279572001,56,56027,56027957200,1,Block Group 1,56200,1
1753,560379709031,56,56037,56037970903,1,Block Group 1,56500,1
1754,560210010004,56,56021,56021001000,4,Block Group 4,56300,1
1755,560210011003,56,56021,56021001100,3,Block Group 3,56300,1
1756,560210011001,56,56021,56021001100,1,Block Group 1,56300,1
1757,560250003002,56,56025,56025000300,2,Block Group 2,56400,1
1758,560250003003,56,56025,56025000300,3,Block Group 3,56400,1
1759,560250004001,56,56025,56025000400,1,Block Group 1,56400,1
1760,560250004002,56,56025,56025000400,2,Block Group 2,56400,1
1761,560250004004,56,56025,56025000400,4,Block Group 4,56400,1
1762,560250008003,56,56025,56025000800,3,Block Group 3,56400,1
1763,560250009011,56,56025,56025000901,1,Block Group 1,56400,1
1764,560250009012,56,56025,56025000901,2,Block Group 2,56400,1
1765,560250009013,56,56025,56025000901,3,Block Group 3,56400,1
1766,560250009021,56,56025,56025000902,1,Block Group 1,56400,1
1767,560399677012,56,56039,56039967701,2,Block Group 2,56100,1
1768,560399677023,56,56039,56039967702,3,Block Group 3,56100,1
1769,560399676001,56,56039,56039967600,1,Block Group 1,56100,1
1770,560250009022,56,56025,56025000902,2,Block Group 2,56400,1
1771,560250009023,56,56025,56025000902,3,Block Group 3,56400,1
1772,560250010002,56,56025,56025001000,2,Block Group 2,56400,1
1773,560250011002,56,56025,56025001100,2,Block Group 2,56400,1
1774,560250012002,56,56025,56025001200,2,Block Group 2,56400,1
1775,560250017001,56,56025,56025001700,1,Block Group 1,56400,1
1776,560330003002,56,56033,56033000300,2,Block Group 2,56100,1
1777,560330003003,56,56033,56033000300,3,Block Group 3,56100,1
1778,560330004001,56,56033,56033000400,1,Block Group 1,56100,1
1779,560330004002,56,56033,56033000400,2,Block Group 2,56100,1
1780,560210015021,56,56021,56021001502,1,Block Group 1,56300,1
1781,560250004003,56,56025,56025000400,3,Block Group 3,56400,1
1782,560250014011,56,56025,56025001401,1,Block Group 1,56400,1
1783,560299652005,56,56029,56029965200,5,Block Group 5,56100,1
1784,560299653003,56,56029,56029965300,3,Block Group 3,56100,1
1785,560299653001,56,56029,56029965300,1,Block Group 1,56100,1
1786,560299652004,56,56029,56029965200,4,Block Group 4,56100,1
1787,560130002001,56,56013,56013000200,1,Block Group 1,56500,1
1788,560139401003,56,56013,56013940100,3,Block Group 3,56500,1
1789,560139402021,56,56013,56013940202,1,Block Group 1,56500,1
1790,560139403001,56,56013,56013940300,1,Block Group 1,56500,1
1791,560139403003,56,56013,56013940300,3,Block Group 3,56500,1
1792,560139404003,56,56013,56013940400,3,Block Group 3,56500,1
1793,560139404004,56,56013,56013940400,4,Block Group 4,56500,1
1794,560139405001,56,56013,56013940500,1,Block Group 1,56500,1
1795,560139405003,56,56013,56013940500,3,Block Group 3,56500,1
1796,560379706021,56,56037,56037970602,1,Block Group 1,56500,1
1797,560239784001,56,56023,56023978400,1,Block Group 1,56100,1
1798,560039628001,56,56003,56003962800,1,Block Group 1,56100,1
1799,560039628004,56,56003,56003962800,4,Block Group 4,56100,1
1800,560250016022,56,56025,56025001602,2,Block Group 2,56400,1
1801,560250018001,56,56025,56025001800,1,Block Group 1,56400,1
1802,560250018003,56,56025,56025001800,3,Block Group 3,56400,1
1803,560250016032,56,56025,56025001603,2,Block Group 2,56400,1
1804,560159578002,56,56015,56015957800,2,Block Group 2,56200,1
1805,560159579003,56,56015,56015957900,3,Block Group 3,56200,1
1806,560159577001,56,56015,56015957700,1,Block Group 1,56200,1
1807,560159580001,56,56015,56015958000,1,Block Group 1,56200,1
1808,560159579002,56,56015,56015957900,2,Block Group 2,56200,1
1809,560159577002,56,56015,56015957700,2,Block Group 2,56200,1
1810,560079681001,56,56007,56007968100,1,Block Group 1,56400,1
1811,560079678003,56,56007,56007967800,3,Block Group 3,56400,1
1812,560330005002,56,56033,56033000500,2,Block Group 2,56100,1
1813,560330005005,56,56033,56033000500,5,Block Group 5,56100,1
1814,560379712001,56,56037,56037971200,1,Block Group 1,56500,1
1815,560379711003,56,56037,56037971100,3,Block Group 3,56500,1
1816,560250002001,56,56025,56025000200,1,Block Group 1,56400,1
1817,560250002003,56,56025,56025000200,3,Block Group 3,56400,1
1818,560250003001,56,56025,56025000300,1,Block Group 1,56400,1
1819,560039628003,56,56003,56003962800,3,Block Group 3,56100,1
1820,560039626002,56,56003,56003962600,2,Block Group 2,56100,1
1821,560039627001,56,56003,56003962700,1,Block Group 1,56100,1
1822,560039626001,56,56003,56003962600,1,Block Group 1,56100,1
1823,560039628002,56,56003,56003962800,2,Block Group 2,56100,1
1824,560250005011,56,56025,56025000501,1,Block Group 1,56400,1
1825,560250005012,56,56025,56025000501,2,Block Group 2,56400,1
1826,560250005013,56,56025,56025000501,3,Block Group 3,56400,1
1827,560250005021,56,56025,56025000502,1,Block Group 1,56400,1
1828,560250005022,56,56025,56025000502,2,Block Group 2,56400,1
1829,560239781003,56,56023,56023978100,3,Block Group 3,56100,1
1830,560239782002,56,56023,56023978200,2,Block Group 2,56100,1
1831,560239784002,56,56023,56023978400,2,Block Group 2,56100,1
1832,560239781004,56,56023,56023978100,4,Block Group 4,56100,1
1833,560239780001,56,56023,56023978000,1,Block Group 1,56100,1
1834,560239781001,56,56023,56023978100,1,Block Group 1,56100,1
1835,560330004003,56,56033,56033000400,3,Block Group 3,56100,1
1836,560330001004,56,56033,56033000100,4,Block Group 4,56100,1
1837,560330001003,56,56033,56033000100,3,Block Group 3,56100,1
1838,560330005001,56,56033,56033000500,1,Block Group 1,56100,1
1839,560330005003,56,56033,56033000500,3,Block Group 3,56100,1
1840,560330006001,56,56033,56033000600,1,Block Group 1,56100,1
1841,560330006003,56,56033,56033000600,3,Block Group 3,56100,1
1842,560399678001,56,56039,56039967800,1,Block Group 1,56100,1
1843,560330001001,56,56033,56033000100,1,Block Group 1,56100,1
1844,560330002003,56,56033,56033000200,3,Block Group 3,56100,1
1845,560130003002,56,56013,56013000300,2,Block Group 2,56500,1
1846,560139402012,56,56013,56013940201,2,Block Group 2,56500,1
1847,560139402022,56,56013,56013940202,2,Block Group 2,56500,1
1848,560139402024,56,56013,56013940202,4,Block Group 4,56500,1
1849,560139401001,56,56013,56013940100,1,Block Group 1,56500,1
1850,560379709014,56,56037,56037970901,4,Block Group 4,56500,1
1851,560379709022,56,56037,56037970902,2,Block Group 2,56500,1
1852,560379705001,56,56037,56037970500,1,Block Group 1,56500,1
1853,560399677024,56,56039,56039967702,4,Block Group 4,56100,1
1854,560399678005,56,56039,56039967800,5,Block Group 5,56100,1
1855,560399676002,56,56039,56039967600,2,Block Group 2,56100,1
1856,560419754004,56,56041,56041975400,4,Block Group 4,56500,1
1857,560099566003,56,56009,56009956600,3,Block Group 3,56400,1
1858,560099564001,56,56009,56009956400,1,Block Group 1,56400,1
1859,560099564003,56,56009,56009956400,3,Block Group 3,56400,1
1860,560050004003,56,56005,56005000400,3,Block Group 3,56200,1
1861,560419753001,56,56041,56041975300,1,Block Group 1,56500,1
1862,560419752001,56,56041,56041975200,1,Block Group 1,56500,1
1863,560419754001,56,56041,56041975400,1,Block Group 1,56500,1
1864,560419753005,56,56041,56041975300,5,Block Group 5,56500,1
1865,560419752003,56,56041,56041975200,3,Block Group 3,56500,1
1866,560419753006,56,56041,56041975300,6,Block Group 6,56500,1
1867,560419752002,56,56041,56041975200,2,Block Group 2,56500,1
1868,560419752004,56,56041,56041975200,4,Block Group 4,56500,1
1869,560210015012,56,56021,56021001501,2,Block Group 2,56300,1
1870,560379709013,56,56037,56037970901,3,Block Group 3,56500,1
1871,560379711001,56,56037,56037971100,1,Block Group 1,56500,1
1872,560379706023,56,56037,56037970602,3,Block Group 3,56500,1
1873,560379709023,56,56037,56037970902,3,Block Group 3,56500,1
1874,560399678003,56,56039,56039967800,3,Block Group 3,56100,1
1875,560079676001,56,56007,56007967600,1,Block Group 1,56400,1
1876,560079678001,56,56007,56007967800,1,Block Group 1,56400,1
1877,560079677003,56,56007,56007967700,3,Block Group 3,56400,1
1878,560079677004,56,56007,56007967700,4,Block Group 4,56400,1
1879,560079677002,56,56007,56007967700,2,Block Group 2,56400,1
1880,560079680002,56,56007,56007968000,2,Block Group 2,56400,1
1881,560079680001,56,56007,56007968000,1,Block Group 1,56400,1
1882,560079680003,56,56007,56007968000,3,Block Group 3,56400,1
1883,560079677001,56,56007,56007967700,1,Block Group 1,56400,1
1884,560079676002,56,56007,56007967600,2,Block Group 2,56400,1
1885,560079681002,56,56007,56007968100,2,Block Group 2,56400,1
1886,560079678004,56,56007,56007967800,4,Block Group 4,56400,1
1887,560079678002,56,56007,56007967800,2,Block Group 2,56400,1
1888,560050006002,56,56005,56005000600,2,Block Group 2,56200,1
1889,560050007003,56,56005,56005000700,3,Block Group 3,56200,1
1890,560050005001,56,56005,56005000500,1,Block Group 1,56200,1
1891,560250002002,56,56025,56025000200,2,Block Group 2,56400,1
1892,560459511001,56,56045,56045951100,1,Block Group 1,56200,1
1893,560459511002,56,56045,56045951100,2,Block Group 2,56200,1
1894,560459513003,56,56045,56045951300,3,Block Group 3,56200,1
1895,560459513001,56,56045,56045951300,1,Block Group 1,56200,1
1896,560459513002,56,56045,56045951300,2,Block Group 2,56200,1
1897,560210010001,56,56021,56021001000,1,Block Group 1,56300,1
1898,560210007001,56,56021,56021000700,1,Block Group 1,56300,1
1899,560210009003,56,56021,56021000900,3,Block Group 3,56300,1
1900,560210020002,56,56021,56021002000,2,Block Group 2,56300,1
1901,560210020003,56,56021,56021002000,3,Block Group 3,56300,1
1902,560210015023,56,56021,56021001502,3,Block Group 3,56300,1
1903,560210003002,56,56021,56021000300,2,Block Group 2,56300,1
1904,560210019021,56,56021,56021001902,1,Block Group 1,56300,1
1905,560239780004,56,56023,56023978000,4,Block Group 4,56100,1
1906,560210004021,56,56021,56021000402,1,Block Group 1,56300,1
1907,560210007002,56,56021,56021000700,2,Block Group 2,56300,1
1908,560210002001,56,56021,56021000200,1,Block Group 1,56300,1
1909,560210004023,56,56021,56021000402,3,Block Group 3,56300,1
1910,560210005012,56,56021,56021000501,2,Block Group 2,56300,1
1911,560210006001,56,56021,56021000600,1,Block Group 1,56300,1
1912,560210006002,56,56021,56021000600,2,Block Group 2,56300,1
1913,560210006003,56,56021,56021000600,3,Block Group 3,56300,1
1914,560210006004,56,56021,56021000600,4,Block Group 4,56300,1
1915,560210007003,56,56021,56021000700,3,Block Group 3,56300,1
1916,560210008003,56,56021,56021000800,3,Block Group 3,56300,1
1917,560210008002,56,56021,56021000800,2,Block Group 2,56300,1
1918,560210009001,56,56021,56021000900,1,Block Group 1,56300,1
1919,560210009002,56,56021,56021000900,2,Block Group 2,56300,1
1920,560210009004,56,56021,56021000900,4,Block Group 4,56300,1
1921,560210010002,56,56021,56021001000,2,Block Group 2,56300,1
1922,560210010003,56,56021,56021001000,3,Block Group 3,56300,1
1923,560119503002,56,56011,56011950300,2,Block Group 2,56200,1
1924,560119502003,56,56011,56011950200,3,Block Group 3,56200,1
1925,560319591001,56,56031,56031959100,1,Block Group 1,56200,1
1926,560319594001,56,56031,56031959400,1,Block Group 1,56200,1
1927,560319594004,56,56031,56031959400,4,Block Group 4,56200,1
1928,560319594006,56,56031,56031959400,6,Block Group 6,56200,1
1929,560319594007,56,56031,56031959400,7,Block Group 7,56200,1
1930,560319594003,56,56031,56031959400,3,Block Group 3,56200,1
1931,560319594002,56,56031,56031959400,2,Block Group 2,56200,1
1932,560319594005,56,56031,56031959400,5,Block Group 5,56200,1
1933,560319591002,56,56031,56031959100,2,Block Group 2,56200,1
1934,560330005004,56,56033,56033000500,4,Block Group 4,56100,1
1935,560019636003,56,56001,56001963600,3,Block Group 3,56300,1
1936,560159580003,56,56015,56015958000,3,Block Group 3,56200,1
1937,560159580002,56,56015,56015958000,2,Block Group 2,56200,1
1938,560159579001,56,56015,56015957900,1,Block Group 1,56200,1
1939,560159578003,56,56015,56015957800,3,Block Group 3,56200,1
1940,560330003001,56,56033,56033000300,1,Block Group 1,56100,1
1941,560019636004,56,56001,56001963600,4,Block Group 4,56300,1
1942,560019637002,56,56001,56001963700,2,Block Group 2,56300,1
1943,560019637003,56,56001,56001963700,3,Block Group 3,56300,1
1944,560419753002,56,56041,56041975300,2,Block Group 2,56500,1
1945,560419753004,56,56041,56041975300,4,Block Group 4,56500,1
1946,560419754005,56,56041,56041975400,5,Block Group 5,56500,1
1947,560419754006,56,56041,56041975400,6,Block Group 6,56500,1
1948,560419754002,56,56041,56041975400,2,Block Group 2,56500,1
1949,560039627002,56,56003,56003962700,2,Block Group 2,56100,1
1950,560159579004,56,56015,56015957900,4,Block Group 4,56200,1
1951,560159578001,56,56015,56015957800,1,Block Group 1,56200,1
1952,560379708003,56,56037,56037970800,3,Block Group 3,56500,1
1953,560379708004,56,56037,56037970800,4,Block Group 4,56500,1
1954,560050004004,56,56005,56005000400,4,Block Group 4,56200,1
1955,560050005003,56,56005,56005000500,3,Block Group 3,56200,1
1956,560119502002,56,56011,56011950200,2,Block Group 2,56200,1
1957,560119502001,56,56011,56011950200,1,Block Group 1,56200,1
1958,560119503001,56,56011,56011950300,1,Block Group 1,56200,1
1959,560099566002,56,56009,56009956600,2,Block Group 2,56400,1
1960,560099565002,56,56009,56009956500,2,Block Group 2,56400,1
1961,560199552002,56,56019,56019955200,2,Block Group 2,56200,1
1962,560199552003,56,56019,56019955200,3,Block Group 3,56200,1
1963,560199551001,56,56019,56019955100,1,Block Group 1,56200,1
1964,560199552001,56,56019,56019955200,1,Block Group 1,56200,1
1965,560199552004,56,56019,56019955200,4,Block Group 4,56200,1
1966,560299654002,56,56029,56029965400,2,Block Group 2,56100,1
1967,560299655003,56,56029,56029965500,3,Block Group 3,56100,1
1968,560099567001,56,56009,56009956700,1,Block Group 1,56400,1
1969,560099564004,56,56009,56009956400,4,Block Group 4,56400,1
1970,560099566001,56,56009,56009956600,1,Block Group 1,56400,1
1971,560099564002,56,56009,56009956400,2,Block Group 2,56400,1
1972,560099567002,56,56009,56009956700,2,Block Group 2,56400,1
1973,560099565001,56,56009,56009956500,1,Block Group 1,56400,1
1974,560239782001,56,56023,56023978200,1,Block Group 1,56100,1
1975,560239780003,56,56023,56023978000,3,Block Group 3,56100,1
1976,560239781002,56,56023,56023978100,2,Block Group 2,56100,1
1977,560239784003,56,56023,56023978400,3,Block Group 3,56100,1
1978,560210013004,56,56021,56021001300,4,Block Group 4,56300,1
1979,560019628001,56,56001,56001962800,1,Block Group 1,56300,1
1980,560379705002,56,56037,56037970500,2,Block Group 2,56500,1
1981,560019627001,56,56001,56001962700,1,Block Group 1,56300,1
1982,560019627002,56,56001,56001962700,2,Block Group 2,56300,1
1983,560019637001,56,56001,56001963700,1,Block Group 1,56300,1
1984,560210002002,56,56021,56021000200,2,Block Group 2,56300,1
1985,560210002003,56,56021,56021000200,3,Block Group 3,56300,1
1986,560210003001,56,56021,56021000300,1,Block Group 1,56300,1
1987,560379707002,56,56037,56037970700,2,Block Group 2,56500,1
1988,560379716001,56,56037,56037971600,1,Block Group 1,56500,1
1989,560379708001,56,56037,56037970800,1,Block Group 1,56500,1
1990,560379709032,56,56037,56037970903,2,Block Group 2,56500,1
1991,560379707001,56,56037,56037970700,1,Block Group 1,56500,1
1992,560379712002,56,56037,56037971200,2,Block Group 2,56500,1
1993,560379709012,56,56037,56037970901,2,Block Group 2,56500,1
1994,560379710002,56,56037,56037971000,2,Block Group 2,56500,1
1995,560379716002,56,56037,56037971600,2,Block Group 2,56500,1
1996,560379706011,56,56037,56037970601,1,Block Group 1,56500,1
1997,560379708002,56,56037,56037970800,2,Block Group 2,56500,1
1998,560039627003,56,56003,56003962700,3,Block Group 3,56100,1
1999,560379711002,56,56037,56037971100,2,Block Group 2,56500,1
2000,560210020004,56,56021,56021002000,4,Block Group 4,56300,1
2001,560210020001,56,56021,56021002000,1,Block Group 1,56300,1
2002,560219808011,56,56021,56021980801,1,Block Group 1,56300,1
2003,560210019022,56,56021,56021001902,2,Block Group 2,56300,1
2004,560210019011,56,56021,56021001901,1,Block Group 1,56300,1
2005,560210019012,56,56021,56021001901,2,Block Group 2,56300,1
2006,560210019023,56,56021,56021001902,3,Block Group 3,56300,1
2007,560019639002,56,56001,56001963900,2,Block Group 2,56300,1
2008,560019629001,56,56001,56001962900,1,Block Group 1,56300,1
2009,560019637004,56,56001,56001963700,4,Block Group 4,56300,1
2010,560019639001,56,56001,56001963900,1,Block Group 1,56300,1
2011,560019631002,56,56001,56001963100,2,Block Group 2,56300,1
2012,560019634001,56,56001,56001963400,1,Block Group 1,56300,1
2013,560019634002,56,56001,56001963400,2,Block Group 2,56300,1
2014,560019634003,56,56001,56001963400,3,Block Group 3,56300,1
2015,560019634004,56,56001,56001963400,4,Block Group 4,56300,1
2016,560019635002,56,56001,56001963500,2,Block Group 2,56300,1
2017,560019636001,56,56001,56001963600,1,Block Group 1,56300,1
2018,560019636002,56,56001,56001963600,2,Block Group 2,56300,1
2019,560019629002,56,56001,56001962900,2,Block Group 2,56300,1
2020,560019630001,56,56001,56001963000,1,Block Group 1,56300,1
2021,560019630002,56,56001,56001963000,2,Block Group 2,56300,1
2022,560019631003,56,56001,56001963100,3,Block Group 3,56300,1
2023,560019631004,56,56001,56001963100,4,Block Group 4,56300,1
2024,560210004015,56,56021,56021000401,5,Block Group 5,56300,1
2025,560210019013,56,56021,56021001901,3,Block Group 3,56300,1
2026,560210015011,56,56021,56021001501,1,Block Group 1,56300,1
2027,560210015013,56,56021,56021001501,3,Block Group 3,56300,1
2028,560210014012,56,56021,56021001401,2,Block Group 2,56300,1
2029,560210014022,56,56021,56021001402,2,Block Group 2,56300,1
2030,560210011002,56,56021,56021001100,2,Block Group 2,56300,1
2031,560210005011,56,56021,56021000501,1,Block Group 1,56300,1
2032,560210012003,56,56021,56021001200,3,Block Group 3,56300,1
2033,560210005014,56,56021,56021000501,4,Block Group 4,56300,1
2034,560210004014,56,56021,56021000401,4,Block Group 4,56300,1
2035,560210004012,56,56021,56021000401,2,Block Group 2,56300,1
2036,560210008001,56,56021,56021000800,1,Block Group 1,56300,1
2037,560210004011,56,56021,56021000401,1,Block Group 1,56300,1
2038,560210004013,56,56021,56021000401,3,Block Group 3,56300,1
2039,560210004022,56,56021,56021000402,2,Block Group 2,56300,1
2040,560239780002,56,56023,56023978000,2,Block Group 2,56100,1
2041,560379706012,56,56037,56037970601,2,Block Group 2,56500,1
2042,560250006001,56,56025,56025000600,1,Block Group 1,56400,1
2043,560250007001,56,56025,56025000700,1,Block Group 1,56400,1
2044,560250007002,56,56025,56025000700,2,Block Group 2,56400,1
2045,560250007003,56,56025,56025000700,3,Block Group 3,56400,1
2046,560250008001,56,56025,56025000800,1,Block Group 1,56400,1
2047,560250008002,56,56025,56025000800,2,Block Group 2,56400,1
2048,560179679002,56,56017,56017967900,2,Block Group 2,56500,1
2049,560179679001,56,56017,56017967900,1,Block Group 1,56500,1
2050,560130001001,56,56013,56013000100,1,Block Group 1,56500,1
2051,560139403004,56,56013,56013940300,4,Block Group 4,56500,1
2052,560139404005,56,56013,56013940400,5,Block Group 5,56500,1
2053,560130004001,56,56013,56013000400,1,Block Group 1,56500,1
2054,560139401002,56,56013,56013940100,2,Block Group 2,56500,1
2055,560130002002,56,56013,56013000200,2,Block Group 2,56500,1
2056,560130001002,56,56013,56013000100,2,Block Group 2,56500,1
2057,560139403005,56,56013,56013940300,5,Block Group 5,56500,1
2058,560130003001,56,56013,56013000300,1,Block Group 1,56500,1
2059,560050003003,56,56005,56005000300,3,Block Group 3,56200,1
2060,560139402023,56,56013,56013940202,3,Block Group 3,56500,1
2061,560139404002,56,56013,56013940400,2,Block Group 2,56500,1
2062,560379707003,56,56037,56037970700,3,Block Group 3,56500,1
2063,560379706013,56,56037,56037970601,3,Block Group 3,56500,1
2064,560379706022,56,56037,56037970602,2,Block Group 2,56500,1
2065,560050007001,56,56005,56005000700,1,Block Group 1,56200,1
2066,560050001001,56,56005,56005000100,1,Block Group 1,56200,1
2067,560050001002,56,56005,56005000100,2,Block Group 2,56200,1
2068,560050005002,56,56005,56005000500,2,Block Group 2,56200,1
2069,560050003001,56,56005,56005000300,1,Block Group 1,56200,1
2070,560050007002,56,56005,56005000700,2,Block Group 2,56200,1
2071,560050002003,56,56005,56005000200,3,Block Group 3,56200,1
2072,560050006001,56,56005,56005000600,1,Block Group 1,56200,1
2073,560050002002,56,56005,56005000200,2,Block Group 2,56200,1
2074,560050006003,56,56005,56005000600,3,Block Group 3,56200,1
2075,560299651002,56,56029,56029965100,2,Block Group 2,56100,1
2076,560050003002,56,56005,56005000300,2,Block Group 2,56200,1
2077,560050003004,56,56005,56005000300,4,Block Group 4,56200,1
2078,560050004001,56,56005,56005000400,1,Block Group 1,56200,1
2079,560050004002,56,56005,56005000400,2,Block Group 2,56200,1
2080,560379706014,56,56037,56037970601,4,Block Group 4,56500,1
2081,560179678001,56,56017,56017967800,1,Block Group 1,56500,1
2082,560210012001,56,56021,56021001200,1,Block Group 1,56300,1
2083,560210012002,56,56021,56021001200,2,Block Group 2,56300,1
2084,560210012004,56,56021,56021001200,4,Block Group 4,56300,1
2085,560210013001,56,56021,56021001300,1,Block Group 1,56300,1
2086,560210013003,56,56021,56021001300,3,Block Group 3,56300,1
2087,560210014011,56,56021,56021001401,1,Block Group 1,56300,1
2088,560210014013,56,56021,56021001401,3,Block Group 3,56300,1
2089,560210014021,56,56021,56021001402,1,Block Group 1,56300,1
2090,560210013002,56,56021,56021001300,2,Block Group 2,56300,1
2091,560050001003,56,56005,56005000100,3,Block Group 3,56200,1
2092,560050002001,56,56005,56005000200,1,Block Group 1,56200,1
2093,560050002004,56,56005,56005000200,4,Block Group 4,56200,1
2094,560050001004,56,56005,56005000100,4,Block Group 4,56200,1
2095,560210005013,56,56021,56021000501,3,Block Group 3,56300,1
2096,560299651001,56,56029,56029965100,1,Block Group 1,56100,1
2097,560299653004,56,56029,56029965300,4,Block Group 4,56100,1
2098,560299652001,56,56029,56029965200,1,Block Group 1,56100,1
